NAME ,KEY,BPM,A,B,C,D,E,F,G,Major/Minor,Sharp/Flat
3hb1pYdEuLE.mp3,F minor,117,,,,,,,,,
3JsyhaGHq_E.mp3,D minor,152,,,,,,,,,
3iv2NnAxVmM.mp3,F minor,129,,,,,,,,,
3KyvlMJefR4.mp3,C major,151,,,,,,,,,
3mmu60CNl0Y.mp3,E major,107,,,,,,,,,
3pNGO5ppfQ8.mp3,A minor,125,,,,,,,,,
3RnT8kVXbHA.mp3,D# major,128,,,,,,,,,
3t6bLugtJkQ.mp3,A major,90,,,,,,,,,
3UOGKO7tM34.mp3,D major,90,,,,,,,,,
3vaDzDzRH_c.mp3,C# major,143,,,,,,,,,
3wdaADBIoH8.mp3,C minor,129,,,,,,,,,
3quMz-EAThw.mp3,C major,90,,,,,,,,,
4_IbqebS7hQ.mp3,E major,110,,,,,,,,,
3zCtPnz-Bxk.mp3,F major,143,,,,,,,,,
4a5fS0F6LLA.mp3,A# major,106,,,,,,,,,
4c43WKFcn4c.mp3,C# major,155,,,,,,,,,
4F-fzXW1xUM.mp3,C major,155,,,,,,,,,
4b9Ji7DvsjU.mp3,G minor,140,,,,,,,,,
4HGR2_uN-f0.mp3,F major,130,,,,,,,,,
4h0Qvc6_MfQ.mp3,B minor,111,,,,,,,,,
4FlwJwL6kdo.mp3,D major,126,,,,,,,,,
4hN0ai9WzBQ.mp3,A major,117,,,,,,,,,
4hScgyXu_9c.mp3,A major,112,,,,,,,,,
4JhzwNuo75M.mp3,G# major,149,,,,,,,,,
4KKgR5YWmYg.mp3,F major,162,,,,,,,,,
4Krky4i6Xk8.mp3,A# major,108,,,,,,,,,
4hnBp7x2QAE.mp3,E major,118,,,,,,,,,
4nIUcRJX9-o.mp3,F minor,90,,,,,,,,,
4pcO7_S2WQs.mp3,D major,100,,,,,,,,,
4u_Ed0Bh-s0.mp3,A# major,143,,,,,,,,,
4vGcH0Bk3hg.mp3,D major,128,,,,,,,,,
4tA8wtLaui4.mp3,A# major,110,,,,,,,,,
4W6VxtNZjok.mp3,D major,91,,,,,,,,,
4Vn3mLIlqp4.mp3,A minor,132,,,,,,,,,
4Zv9vRz4QYM.mp3,C minor,164,,,,,,,,,
4X4MwbVf5OA.mp3,A minor,113,,,,,,,,,
5AP5zQrJRIg.mp3,B major,126,,,,,,,,,
4XQ7x7c2hkQ.mp3,A# major,133,,,,,,,,,
5AuLkMBAFZg.mp3,F major,151,,,,,,,,,
5CaMUfxVJVQ.mp3,D minor,172,,,,,,,,,
5DCow4J-pDE.mp3,F major,127,,,,,,,,,
5Ea5lKyWxGc.mp3,F minor,154,,,,,,,,,
5gKjLV2wKmg.mp3,F major,137,,,,,,,,,
5fq9iIxxA1s.mp3,E minor,132,,,,,,,,,
5hteeecX1oQ.mp3,A# major,131,,,,,,,,,
5J58i_qbQxY.mp3,D major,90,,,,,,,,,
5JLBU-QQpoo.mp3,C minor,143,,,,,,,,,
5JuVHCJVYf4.mp3,C major,99,,,,,,,,,
5Oag8iBB7HE.mp3,C# minor,121,,,,,,,,,
5QLUr7zVBeY.mp3,F minor,140,,,,,,,,,
5tisdEErLHA.mp3,D major,92,,,,,,,,,
5U9I7QrpSkk.mp3,A minor,125,,,,,,,,,
5VPFKnBYOSI.mp3,A# major,123,,,,,,,,,
5W4MYJt8c4w.mp3,A# major,126,,,,,,,,,
5Z_zWIVRIWk.mp3,G# minor,91,,,,,,,,,
5R8euGTHBR8.mp3,D minor,172,,,,,,,,,
5o9Dp6D91fI.mp3,D# major,191,,,,,,,,,
5zjTJ4YPfDw.mp3,E major,107,,,,,,,,,
6_WAmt3cMdk.mp3,G minor,117,,,,,,,,,
6-BPFPwv8RQ.mp3,D# minor,152,,,,,,,,,
6AOvnPY_d-U.mp3,G# major,106,,,,,,,,,
6bJOIqVAD-s.mp3,D minor,123,,,,,,,,,
6-2L4PTV14A.mp3,A# major,140,,,,,,,,,
6CbQOLqZ8IA.mp3,A# major,178,,,,,,,,,
6e3z2H1O5zE.mp3,C major,163,,,,,,,,,
6FSOKnW9BLI.mp3,F major,130,,,,,,,,,
6GNGfse9ZK8.mp3,C major,123,,,,,,,,,
6h3G-lMZxjo.mp3,D# major,136,,,,,,,,,
6HNKqffU3Cc.mp3,D major,118,,,,,,,,,
6i-nMWgBUp0.mp3,C major,163,,,,,,,,,
6iQ7ZDUutU4.mp3,A minor,91,,,,,,,,,
6kkeGgRG-uE.mp3,C major,89,,,,,,,,,
6jyAEqhfHTE.mp3,C# major,108,,,,,,,,,
6kYqjTA_VEg.mp3,E minor,109,,,,,,,,,
6Obj5eoSpu8.mp3,B major,126,,,,,,,,,
6T2olgjnDWY.mp3,A# major,96,,,,,,,,,
6PKAv5OPf40.mp3,D minor,118,,,,,,,,,
6uLBrg6ai0c.mp3,C major,147,,,,,,,,,
6mpS6V6Ucrk.mp3,A major,104,,,,,,,,,
6uhCxBk6cQE.mp3,F# major,86,,,,,,,,,
06WUc7y8vak.mp3,D major,123,,,,,,,,,
6XRXBrcdtWg.mp3,G major,133,,,,,,,,,
6yVMik5Mfwk.mp3,C minor,107,,,,,,,,,
6VEHt9cmtzI.mp3,D# minor,141,,,,,,,,,
7_dgiNoBWio.mp3,B minor,137,,,,,,,,,
6xy_lt-Z5b0.mp3,F# major,107,,,,,,,,,
7-OnEe-dauE.mp3,F major,112,,,,,,,,,
7Ac2cZPOD00.mp3,G# major,72,,,,,,,,,
7aUTdYsZda8.mp3,D# minor,133,,,,,,,,,
7AuhjzxAudY.mp3,F# minor,125,,,,,,,,,
7ae0tzVo8Fw.mp3,B major,152,,,,,,,,,
7b8zeykara0.mp3,E major,103,,,,,,,,,
7b5CKSqlz60.mp3,G# minor,117,,,,,,,,,
7ClI2bp__Bs.mp3,A# minor,107,,,,,,,,,
7AVmI73va4g.mp3,D minor,156,,,,,,,,,
7Cqz-S8Phv8.mp3,F major,94,,,,,,,,,
7DZao4kN73M.mp3,A# major,118,,,,,,,,,
7gMZ62PsvRM.mp3,F minor,129,,,,,,,,,
7GKuZu9xkj0.mp3,G major,91,,,,,,,,,
7Guufs3mdgg.mp3,E minor,112,,,,,,,,,
7IcGYHU8WBo.mp3,F# major,143,,,,,,,,,
7gPc6027rb8.mp3,F major,110,,,,,,,,,
7iCXk67TIB0.mp3,D minor,96,,,,,,,,,
7is6r6zXFDc.mp3,D minor,123,,,,,,,,,
7JUExZaSNKA.mp3,F# major,172,,,,,,,,,
7jXUWe3MV_c.mp3,A major,111,,,,,,,,,
7DrFY3H-u8w.mp3,D# major,178,,,,,,,,,
7LQpRQh2KSQ.mp3,D major,126,,,,,,,,,
7kxXVnAtnOQ.mp3,C major,100,,,,,,,,,
7N9HoLhZGsU.mp3,G major,99,,,,,,,,,
7pi6BtYXD1w.mp3,E minor,136,,,,,,,,,
7pOoSe2K5DU.mp3,F major,83,,,,,,,,,
7MJu_aWn1nI.mp3,D major,151,,,,,,,,,
7Ol2HYCnVbs.mp3,D minor,97,,,,,,,,,
7QBgCfKfXqQ.mp3,A minor,110,,,,,,,,,
7t2mi19DcmE.mp3,G# minor,156,,,,,,,,,
7sVGB2_zARY.mp3,G major,90,,,,,,,,,
7vCet60rr_s.mp3,F minor,172,,,,,,,,,
7T3J4n_PJaI.mp3,D minor,110,,,,,,,,,
7UjqLfjsfMk.mp3,B minor,83,,,,,,,,,
7VCYBtx6h4g.mp3,A# minor,96,,,,,,,,,
7w_AT2sHBss.mp3,D# minor,141,,,,,,,,,
7ZbLntTvV8o.mp3,D minor,80,,,,,,,,,
7ZOKDqjqbX0.mp3,G# major,97,,,,,,,,,
7X_6k8CjdVI.mp3,A minor,99,,,,,,,,,
8-p0CxW87pg.mp3,E major,108,,,,,,,,,
7ZvOqYVs2ao.mp3,E major,149,,,,,,,,,
8eA24a6ohjs.mp3,D major,124,,,,,,,,,
8Bc0WjTT0Ps.mp3,A minor,112,,,,,,,,,
8EtGkNVD320.mp3,E major,110,,,,,,,,,
8BCIOFSym9s.mp3,C major,136,,,,,,,,,
8FYJKrHNeqI.mp3,A minor,136,,,,,,,,,
8fs2Yh1PFwM.mp3,C major,111,,,,,,,,,
8hDtBVP3U4Q.mp3,A# major,178,,,,,,,,,
8iXdsvgpwc8.mp3,E major,111,,,,,,,,,
8IkS1oXvhVM.mp3,E minor,128,,,,,,,,,
8N9gSS_HRcE.mp3,G minor,120,,,,,,,,,
8Ozc-h-29M0.mp3,A minor,150,,,,,,,,,
8pmw5CAc3rk.mp3,D major,126,,,,,,,,,
8QRs0ejxjEc.mp3,F minor,93,,,,,,,,,
8nG_wVxO7EM.mp3,A major,153,,,,,,,,,
8Suu84khNGY.mp3,A# minor,152,,,,,,,,,
8sjUcp0UQI0.mp3,C major,90,,,,,,,,,
8tEsxbCl21E.mp3,E minor,139,,,,,,,,,
8uK-mCxVl84.mp3,A# major,135,,,,,,,,,
8VdG8eCxors.mp3,F# major,90,,,,,,,,,
8zOgbkg6Akw.mp3,C major,164,,,,,,,,,
8zTDbpxT8ZI.mp3,A# major,123,,,,,,,,,
8Z9hWVZ_BiM.mp3,D major,142,,,,,,,,,
9go38MgZ4w8.mp3,F# major,127,,,,,,,,,
9grrfloJCgc.mp3,A major,100,,,,,,,,,
9cLZQ_2ITLI.mp3,D# major,120,,,,,,,,,
9gspElv1yvc.mp3,C# major,117,,,,,,,,,
9Id_r6pNsus.mp3,A# major,121,,,,,,,,,
9HppFNyqVOI.mp3,E major,153,,,,,,,,,
9l2FeI5GMg0.mp3,C# minor,90,,,,,,,,,
9Lw-2ZGvyLw.mp3,F major,136,,,,,,,,,
9n0w7F5hGYM.mp3,A minor,130,,,,,,,,,
9sz6xhPkGJ4.mp3,A minor,137,,,,,,,,,
9WoM2bHfr48.mp3,D# major,155,,,,,,,,,
9iL8pGHgBjU.mp3,A major,110,,,,,,,,,
9ypxRGSrS-k.mp3,F minor,140,,,,,,,,,
10okyjMjlH8.mp3,A# major,96,,,,,,,,,
12sqXKF6Zv4.mp3,A# major,134,,,,,,,,,
17j5QzF3kqE.mp3,A minor,120,,,,,,,,,
9xGRii6IA1M.mp3,G major,113,,,,,,,,,
19EW551nCS4.mp3,G major,139,,,,,,,,,
23kdGfzDaCs.mp3,C major,95,,,,,,,,,
26bw-hBiAAI.mp3,A# major,94,,,,,,,,,
28pbk_cQx-w.mp3,G major,97,,,,,,,,,
29dlGyKAySY.mp3,G major,112,,,,,,,,,
29VGZtnCD30.mp3,D# major,132,,,,,,,,,
29GrCUTdu3A.mp3,B major,104,,,,,,,,,
31pEZWaIhr0.mp3,D# major,185,,,,,,,,,
43_vQdp2k_o.mp3,F major,100,,,,,,,,,
47cAxRX3aDg.mp3,G# minor,84,,,,,,,,,
39RQH0mpsVQ.mp3,G minor,144,,,,,,,,,
44e-Y08_B-0.mp3,F minor,152,,,,,,,,,
48zAauZBi58.mp3,C major,127,,,,,,,,,
55BZ2gSsSmY.mp3,C major,103,,,,,,,,,
56b09ZyLaWk.mp3,G major,172,,,,,,,,,
064ipuBiWDg.mp3,A minor,88,,,,,,,,,
64G5FfG2Xpg.mp3,A minor,111,,,,,,,,,
58ldzvk0t50.mp3,G major,150,,,,,,,,,
64KZVm0kWnc.mp3,C# major,96,,,,,,,,,
69MpLiYhsXw.mp3,C# minor,87,,,,,,,,,
64RHWvy_SoI.mp3,A minor,141,,,,,,,,,
75F3CSZcCFs.mp3,G minor,148,,,,,,,,,
80S3N-QnpZk.mp3,B minor,155,,,,,,,,,
79GTD0Q3-yI.mp3,E minor,115,,,,,,,,,
67jh16fASvI.mp3,A# major,153,,,,,,,,,
82kYQ7j7X2s.mp3,C major,152,,,,,,,,,
83nS4EGKU04.mp3,A# major,108,,,,,,,,,
82n1PX1hVEY.mp3,E major,109,,,,,,,,,
86IpU3g-S8Q.mp3,A# major,117,,,,,,,,,
90fRlMQTdSs.mp3,D# minor,108,,,,,,,,,
88KNf0MtU14.mp3,A minor,137,,,,,,,,,
95QcBNJN984.mp3,C minor,123,,,,,,,,,
83_ceB0TsiY.mp3,C major,140,,,,,,,,,
98BIu9dpwHU.mp3,C minor,124,,,,,,,,,
111MTs7MGuw.mp3,C major,107,,,,,,,,,
350tD8E7htM.mp3,D major,65,,,,,,,,,
113mRmchumY.mp3,C major,143,,,,,,,,,
99iAONlvpbw.mp3,A minor,95,,,,,,,,,
377kVIgBOJQ.mp3,D minor,123,,,,,,,,,
694TX2lQ7Uo.mp3,D minor,165,,,,,,,,,
487-TyrRkfE.mp3,A minor,109,,,,,,,,,
893HhPM_0ks.mp3,B minor,99,,,,,,,,,
913xrM9FYpI.mp3,A# major,96,,,,,,,,,
a_FEhbdChkI.mp3,C major,120,,,,,,,,,
797j7LY1eb4.mp3,D minor,118,,,,,,,,,
a1gpOAYth8k.mp3,G minor,178,,,,,,,,,
A01uRcmyuWc.mp3,A major,121,,,,,,,,,
A1W6Ku5bJR4.mp3,C minor,123,,,,,,,,,
A-taWymx1WI.mp3,C minor,84,,,,,,,,,
a2RY14Zqdvw.mp3,A minor,105,,,,,,,,,
a2E5J157hEo.mp3,D major,112,,,,,,,,,
a3NQ7CA-8JY.mp3,A# minor,95,,,,,,,,,
a05vigJA4SY.mp3,E minor,125,,,,,,,,,
a7w7CTL8VaE.mp3,A# major,110,,,,,,,,,
a9WB_PXjTBo.mp3,D# major,100,,,,,,,,,
AAs2hd9AJoE.mp3,G major,129,,,,,,,,,
aaZnRfrrunA.mp3,C major,123,,,,,,,,,
a05SWVIPdb8.mp3,G major,164,,,,,,,,,
AEMuSvSiFNU.mp3,C minor,112,,,,,,,,,
AEMK1O0BDqA.mp3,A# major,123,,,,,,,,,
Af1OxkFOK18.mp3,A minor,84,,,,,,,,,
afS5ks54tms.mp3,A minor,126,,,,,,,,,
AhlpVjZxutw.mp3,A minor,110,,,,,,,,,
AhZo0QfFO9E.mp3,D major,93,,,,,,,,,
AK88MQWsYj8.mp3,G# major,96,,,,,,,,,
abLB7aTmnE4.mp3,A# major,104,,,,,,,,,
AmjUGJwu810.mp3,E major,112,,,,,,,,,
ALaqqMY2m0k.mp3,A major,93,,,,,,,,,
ALD72k9ZuJk.mp3,F major,143,,,,,,,,,
APAcU3YBhYc.mp3,A minor,101,,,,,,,,,
Ao0jaXRAarQ.mp3,G major,110,,,,,,,,,
AQ_XSHpIbZE.mp3,G minor,125,,,,,,,,,
Ao2PTDCiRxU.mp3,B major,104,,,,,,,,,
ApqQW5Nx1qI.mp3,F major,140,,,,,,,,,
Ar7Fj1LzFp8.mp3,F# minor,98,,,,,,,,,
ArTzPA5AsTg.mp3,G major,165,,,,,,,,,
as_SyfYC5UM.mp3,A minor,120,,,,,,,,,
ASsZ-u9YV3c.mp3,G# major,108,,,,,,,,,
aTi6i0FZCfI.mp3,G major,185,,,,,,,,,
AU1iq9rqYJ0.mp3,D# major,113,,,,,,,,,
aumsEbfWnjk.mp3,F minor,149,,,,,,,,,
Avsp_UJ3mrY.mp3,A# minor,136,,,,,,,,,
awq90APEVgw.mp3,F# minor,123,,,,,,,,,
AR-Iz1fts5M.mp3,F minor,155,,,,,,,,,
aw0OZ7wZm6U.mp3,A# major,146,,,,,,,,,
axN-hs4slpY.mp3,G minor,108,,,,,,,,,
aYnA8TCzUvc.mp3,A major,100,,,,,,,,,
axsqWbxZJGc.mp3,A minor,129,,,,,,,,,
azDtIqe-zzE.mp3,A major,129,,,,,,,,,
aySEdLaEDc8.mp3,D# major,164,,,,,,,,,
AZMSAzZ76EU.mp3,C major,118,,,,,,,,,
b_L3jgr97FM.mp3,C minor,145,,,,,,,,,
b_u5C749aKQ.mp3,D# major,148,,,,,,,,,
azJEx1URHsI.mp3,A major,118,,,,,,,,,
b-CJNGx_Q0A.mp3,C# minor,110,,,,,,,,,
aZSzMIFZT7Q.mp3,A minor,143,,,,,,,,,
B0YOlACRlJM.mp3,A minor,164,,,,,,,,,
B-XHdkCsc5U.mp3,A major,130,,,,,,,,,
b3F-20ld720.mp3,E major,125,,,,,,,,,
b3Z5pAZe0E8.mp3,D major,127,,,,,,,,,
b6EBK0ujV3o.mp3,D minor,104,,,,,,,,,
b8TC7zxvWBs.mp3,G major,107,,,,,,,,,
B4kwU1kjOV0.mp3,G major,86,,,,,,,,,
b95oyhSd5ls.mp3,D major,94,,,,,,,,,
bATzbhGbjiM.mp3,C major,128,,,,,,,,,
bB90Vkyqrts.mp3,A major,138,,,,,,,,,
b5HLsvwLPpQ.mp3,D minor,113,,,,,,,,,
bCxiuuJVT-8.mp3,G major,109,,,,,,,,,
BDan7ClvO3Y.mp3,C major,112,,,,,,,,,
BDj1fYlwR00.mp3,C major,110,,,,,,,,,
bbEy98llGRU.mp3,E major,70,,,,,,,,,
BemkXyTc81w.mp3,A# major,115,,,,,,,,,
bfs8hVNvVik.mp3,E minor,99,,,,,,,,,
BeougwoxuMg.mp3,D major,105,,,,,,,,,
bGFyHV2vbwE.mp3,D# major,120,,,,,,,,,
BDumsN1NCGg.mp3,F minor,118,,,,,,,,,
BgZluCEBS6w.mp3,D minor,95,,,,,,,,,
bHwLgwBd6k0.mp3,C major,80,,,,,,,,,
bggFBWn7YoI.mp3,C# major,139,,,,,,,,,
Bh3b6M4g8BA.mp3,F minor,128,,,,,,,,,
Bja2_Qclk9Q.mp3,A# major,135,,,,,,,,,
BhYnz0JQKUo.mp3,F minor,96,,,,,,,,,
bJafiCKliA8.mp3,A# minor,90,,,,,,,,,
BJDPKBNuqzE.mp3,F major,96,,,,,,,,,
BJQfT9C5Adc.mp3,F major,118,,,,,,,,,
bL2qqJOSw0c.mp3,D# major,120,,,,,,,,,
bL6aaatfWQU.mp3,E major,120,,,,,,,,,
bJZAvOefJiI.mp3,D major,136,,,,,,,,,
Bl6PZDkaT1I.mp3,D minor,85,,,,,,,,,
BnQMq5wtZcg.mp3,G major,144,,,,,,,,,
BntPVmeo7ro.mp3,G# major,135,,,,,,,,,
bltuzqFTaiw.mp3,G minor,95,,,,,,,,,
bqeGxMgVOHI.mp3,D minor,93,,,,,,,,,
BoKUmFuV7iQ.mp3,E minor,147,,,,,,,,,
BqjKUubsohs.mp3,D minor,162,,,,,,,,,
bQRLVxZHKPs.mp3,F minor,117,,,,,,,,,
Bp4tUXc5wZo.mp3,A# major,108,,,,,,,,,
bRKqFFIw18w.mp3,G major,89,,,,,,,,,
BR07oZC0QHU.mp3,A minor,129,,,,,,,,,
BRMQ08cG4Xg.mp3,C# major,137,,,,,,,,,
brq5oJFIKJ0.mp3,C major,110,,,,,,,,,
BSaBDtpts4c.mp3,C minor,137,,,,,,,,,
BRKbcWGkw1I.mp3,A minor,140,,,,,,,,,
BVWXKziczM8.mp3,D minor,102,,,,,,,,,
BtKw7V7hGok.mp3,A minor,162,,,,,,,,,
Bw0KIjIfprU.mp3,B minor,141,,,,,,,,,
bWKgzgGNi0E.mp3,G minor,140,,,,,,,,,
Bw1Iwzst2bc.mp3,D major,109,,,,,,,,,
bxcX-aJG-4k.mp3,A# major,101,,,,,,,,,
Bxaq80Hp5bY.mp3,A# major,123,,,,,,,,,
bwz98athxQ8.mp3,F minor,138,,,,,,,,,
bXL8QPWLbBo.mp3,D# minor,143,,,,,,,,,
By0S8NpLPH4.mp3,A major,109,,,,,,,,,
BZ1Y2-KV1kg.mp3,B minor,120,,,,,,,,,
bZIzRqDOSZo.mp3,A# minor,80,,,,,,,,,
byPCI7Y4paw.mp3,A# minor,133,,,,,,,,,
c-PfqVlBUuQ.mp3,F# minor,109,,,,,,,,,
bzoE5dlxH2s.mp3,G minor,110,,,,,,,,,
C_8TGTKdrlY.mp3,D major,104,,,,,,,,,
C6d4o6hxZOY.mp3,C# minor,117,,,,,,,,,
c0BCoeOf-Ys.mp3,G major,136,,,,,,,,,
c6PPa6sg20E.mp3,A# major,139,,,,,,,,,
C6Ds54kVdlQ.mp3,E minor,96,,,,,,,,,
c7nRTF2SowQ.mp3,A major,120,,,,,,,,,
C7kmm16PoDY.mp3,A# major,109,,,,,,,,,
c9THt-uJRTU.mp3,G major,144,,,,,,,,,
c19HRM0x-lA.mp3,A# major,172,,,,,,,,,
C39GKOf9clo.mp3,C minor,162,,,,,,,,,
C7WeZbRbxwg.mp3,G# major,102,,,,,,,,,
cbfDGMfXimA.mp3,F minor,178,,,,,,,,,
cBoD_zRfz_4.mp3,A# major,140,,,,,,,,,
cbtf1oyNg-8.mp3,D# minor,129,,,,,,,,,
CceSRMmhv3w.mp3,E minor,123,,,,,,,,,
CCBnUx5uMqE.mp3,E major,90,,,,,,,,,
Ccj7qX_NdJw.mp3,G major,153,,,,,,,,,
cc-ClutaN_I.mp3,F major,152,,,,,,,,,
cCqaWIvJCpk.mp3,D major,101,,,,,,,,,
CDuxXjaJwbI.mp3,A minor,123,,,,,,,,,
cDzYgqkQ_lE.mp3,D major,97,,,,,,,,,
